,location,bath,price,total_sqft_float,bhk
4659,Thubarahalli,2.0,78.0,1200.0,2.0
4660,Thubarahalli,2.0,75.0,1128.0,5.0
4661,Thubarahalli,2.0,65.0,1185.0,2.0
4662,Thubarahalli,2.0,55.0,975.0,2.0
4663,Thubarahalli,2.0,75.0,1330.0,4.0
4664,Thubarahalli,2.0,70.0,1085.0,2.0
4665,Thubarahalli,2.0,80.0,1216.0,4.0
4666,Thubarahalli,2.0,79.0,1200.0,2.0
4667,Thubarahalli,2.0,80.0,1200.0,2.0
4668,Thubarahalli,2.0,79.55,1200.0,3.0
4669,Thubarahalli,3.0,175.0,2625.0,3.0
4670,Thubarahalli,2.0,50.0,975.0,2.0
4671,Thubarahalli,3.0,101.0,1584.0,4.0
4672,Tindlu,2.0,87.0,1500.0,4.0
4673,Tindlu,2.0,65.0,1357.0,2.0
4674,Tindlu,2.0,100.0,1350.0,2.0
4675,Tindlu,3.0,87.0,1500.0,2.0
4676,Tindlu,2.0,52.0,1180.0,2.0
4677,Tindlu,2.0,59.8,1165.0,2.0
4678,Tumkur Road,3.0,95.0,1500.0,3.0
4679,Tumkur Road,3.0,112.0,1779.0,2.0
4680,Tumkur Road,3.0,100.0,1586.0,3.0
4681,Tumkur Road,2.0,72.0,1098.0,3.0
4682,Tumkur Road,3.0,90.0,1354.0,3.0
4683,Tumkur Road,2.0,84.0,1240.0,2.0
4684,Tumkur Road,2.0,82.0,1239.0,2.0
4685,Tumkur Road,2.0,82.0,1246.0,5.0
4686,Tumkur Road,3.0,100.0,1500.0,3.0
4687,Tumkur Road,3.0,94.0,1416.0,2.0
4688,Tumkur Road,2.0,68.62,1027.0,3.0
4689,Tumkur Road,2.0,60.0,992.0,2.0
4690,Tumkur Road,2.0,52.5,1066.0,2.0
4691,Tumkur Road,2.0,79.0,1240.0,2.0
4692,Tumkur Road,2.0,95.0,1441.0,2.0
4693,Tumkur Road,2.0,83.0,1240.0,3.0
4694,Tumkur Road,2.0,67.0,1027.0,2.0
4695,Tumkur Road,2.0,58.3,1060.0,2.0
4696,Tumkur Road,2.0,60.0,1100.0,2.0
4697,Tumkur Road,3.0,85.86,1354.0,1.0
4698,Ulsoor,3.0,215.0,2135.0,2.0
4699,Ulsoor,3.0,110.0,1020.0,3.0
4700,Ulsoor,3.0,90.0,1340.0,2.0
4701,Ulsoor,2.0,125.0,1500.0,2.0
4702,Ulsoor,3.0,185.0,2000.0,2.0
4703,Ulsoor,2.0,120.0,1255.0,2.0
4704,Ulsoor,4.0,150.0,1200.0,3.0
4705,Ulsoor,4.0,185.0,1685.0,3.0
4706,Ulsoor,4.0,170.0,2500.0,2.0
4707,Ulsoor,3.0,170.0,2135.0,2.0
4708,Ulsoor,2.0,130.0,1160.0,2.0
4709,Uttarahalli,2.0,62.0,1440.0,3.0
4710,Uttarahalli,2.0,45.0,1143.0,2.0
4711,Uttarahalli,2.0,45.0,1020.0,2.0
4712,Uttarahalli,2.0,63.0,1286.0,3.0
4713,Uttarahalli,2.0,45.0,1101.0,3.0
4714,Uttarahalli,2.0,67.0,1345.0,3.0
4715,Uttarahalli,3.0,50.0,1540.0,1.0
4716,Uttarahalli,2.0,62.55,1390.0,2.0
4717,Uttarahalli,2.0,45.0,1008.0,3.0
4718,Uttarahalli,2.0,60.47,1390.0,2.0
4719,Uttarahalli,3.0,66.68,1617.0,3.0
4720,Uttarahalli,2.0,49.0,1150.0,2.0
4721,Uttarahalli,2.0,56.0,1330.0,3.0
4722,Uttarahalli,2.0,45.0,1045.0,1.0
4723,Uttarahalli,2.0,37.93,850.0,3.0
4724,Uttarahalli,3.0,98.34,1788.0,4.0
4725,Uttarahalli,2.0,64.0,1425.0,2.0
4726,Uttarahalli,2.0,55.0,1300.0,3.0
4727,Uttarahalli,2.0,55.0,1250.0,2.0
4728,Uttarahalli,3.0,88.0,1700.0,3.0
4729,Uttarahalli,2.0,53.0,1350.0,2.0
4730,Uttarahalli,2.0,47.0,1175.0,2.0
4731,Uttarahalli,3.0,91.2,1689.28,3.0
4732,Uttarahalli,2.0,85.0,1310.0,3.0
4733,Uttarahalli,2.0,47.0,1175.0,1.0
4734,Uttarahalli,2.0,63.0,1137.0,3.0
4735,Uttarahalli,2.0,74.0,1315.0,2.0
4736,Uttarahalli,2.0,52.85,1215.0,3.0
4737,Uttarahalli,2.0,60.0,1300.0,3.0
4738,Uttarahalli,2.0,35.0,850.0,2.0
4739,Uttarahalli,3.0,88.0,1627.86,2.0
4740,Uttarahalli,2.0,61.2,1360.0,2.0
4741,Uttarahalli,2.0,75.0,1280.0,2.0
4742,Uttarahalli,1.0,36.0,661.0,2.0
4743,Uttarahalli,2.0,55.44,1320.0,3.0
4744,Uttarahalli,2.0,61.16,1390.0,3.0
4745,Uttarahalli,2.0,90.0,1235.0,3.0
4746,Uttarahalli,2.0,48.0,1123.0,2.0
4747,Uttarahalli,2.0,56.0,1329.0,3.0
4748,Uttarahalli,1.0,45.0,1100.0,2.0
4749,Uttarahalli,3.0,85.0,1685.0,3.0
4750,Uttarahalli,2.0,62.55,1390.0,2.0
4751,Uttarahalli,2.0,95.0,1737.0,2.0
4752,Uttarahalli,2.0,60.0,1280.0,3.0
4753,Uttarahalli,2.0,53.55,1190.0,3.0
4754,Uttarahalli,3.0,74.0,1560.0,2.0
4755,Uttarahalli,2.0,48.0,1125.0,3.0
4756,Uttarahalli,2.0,55.44,1320.0,2.0
4757,Uttarahalli,2.0,40.6,1160.0,1.0
4758,Uttarahalli,2.0,68.0,1163.0,2.0
4759,Uttarahalli,2.0,42.59,1065.0,2.0
4760,Uttarahalli,2.0,46.76,1075.0,2.0
4761,Uttarahalli,2.0,70.0,1150.0,2.0
4762,Uttarahalli,2.0,42.59,1065.0,2.0
4763,Uttarahalli,2.0,65.0,1099.0,3.0
4764,Uttarahalli,2.0,52.85,1215.0,3.0
4765,Uttarahalli,2.0,41.3,1180.0,1.0
4766,Uttarahalli,2.0,50.0,1250.0,2.0
4767,Uttarahalli,2.0,40.08,1002.0,2.0
4768,Uttarahalli,2.0,47.65,1125.0,1.0
4769,Uttarahalli,2.0,55.0,1300.0,2.0
4770,Uttarahalli,2.0,45.0,980.0,2.0
4771,Uttarahalli,2.0,47.0,1125.0,2.0
4772,Uttarahalli,2.0,50.0,1250.0,2.0
4773,Uttarahalli,2.0,47.0,1175.0,2.0
4774,Uttarahalli,2.0,47.59,1360.0,1.0
4775,Uttarahalli,2.0,62.82,1525.0,2.0
4776,Uttarahalli,2.0,65.0,1265.0,1.0
4777,Uttarahalli,2.0,48.0,1213.0,2.0
4778,Uttarahalli,2.0,59.0,1475.0,2.0
4779,Uttarahalli,2.0,42.6,1065.0,2.0
4780,Uttarahalli,2.0,50.0,1250.0,2.0
4781,Uttarahalli,2.0,55.25,1270.0,3.0
4782,Uttarahalli,2.0,55.25,1270.0,3.0
4783,Uttarahalli,2.0,45.0,1107.0,2.0
4784,Uttarahalli,2.0,55.0,1200.0,2.0
4785,Uttarahalli,3.0,76.0,1460.0,2.0
4786,Uttarahalli,3.0,68.0,1500.0,3.0
4787,Uttarahalli,2.0,50.0,1120.0,2.0
4788,Uttarahalli,2.0,46.0,1150.0,2.0
4789,Uttarahalli,2.0,58.0,1330.0,3.0
4790,Uttarahalli,2.0,48.0,1125.0,2.0
4791,Uttarahalli,2.0,57.0,1345.0,2.0
4792,Uttarahalli,2.0,57.0,1345.0,2.0
4793,Uttarahalli,2.0,52.0,1000.0,3.0
4794,Uttarahalli,2.0,39.5,1000.0,2.0
4795,Uttarahalli,1.0,45.0,1125.0,1.0
4796,Uttarahalli,2.0,60.0,1123.0,3.0
4797,Uttarahalli,3.0,57.0,1590.0,1.0
4798,Uttarahalli,2.0,57.0,1330.0,2.0
4799,Uttarahalli,2.0,47.0,1125.0,3.0
4800,Uttarahalli,2.0,55.0,1260.0,2.0
4801,Uttarahalli,2.0,53.36,1284.0,2.0
4802,Uttarahalli,2.0,45.99,1150.0,2.0
4803,Uttarahalli,2.0,56.12,1290.0,2.0
4804,Uttarahalli,2.0,130.0,1650.0,3.0
4805,Uttarahalli,2.0,46.76,1075.0,2.0
4806,Uttarahalli,2.0,57.0,1345.0,3.0
4807,Varthur,2.0,44.0,1160.0,2.0
4808,Varthur,2.0,34.9,1091.0,2.0
4809,Varthur,2.0,80.0,1385.0,2.0
4810,Varthur,3.0,65.99,1535.0,2.0
4811,Varthur,2.0,42.0,1024.0,2.0
4812,Varthur,2.0,40.0,1125.0,2.0
4813,Varthur,2.0,66.5,1012.0,2.0
4814,Varthur,2.0,40.0,1112.0,2.0
4815,Varthur,2.0,45.35,1055.0,3.0
4816,Varthur,2.0,36.0,977.0,2.0
4817,Varthur,3.0,67.75,1200.0,3.0
4818,Varthur,3.0,53.0,1665.0,2.0
4819,Varthur,5.0,300.0,4500.0,3.0
4820,Varthur,2.0,55.5,1140.0,2.0
4821,Varthur,2.0,59.0,1012.0,3.0
4822,Varthur,2.0,39.9,1140.0,2.0
4823,Varthur,2.0,48.0,1090.0,2.0
4824,Varthur,3.0,71.0,1450.0,3.0
4825,Varthur,2.0,60.0,1210.0,4.0
4826,Varthur,2.0,46.0,1070.0,3.0
4827,Varthur,2.0,85.0,1360.0,4.0
4828,Varthur,2.0,34.0,965.0,2.0
4829,Varthur,2.0,79.0,1395.0,3.0
4830,Varthur,3.0,68.38,1200.0,3.0
4831,Varthur,2.0,61.0,1520.0,2.0
4832,Varthur,2.0,60.0,1155.0,2.0
4833,Varthur,2.0,60.0,1035.0,2.0
4834,Varthur,2.0,72.0,1100.0,5.0
4835,Varthur,2.0,33.82,1091.0,2.0
4836,Varthur,2.0,39.0,1155.0,2.0
4837,Varthur,2.0,55.0,1180.0,3.0
4838,Varthur,2.0,60.0,1520.0,2.0
4839,Varthur,4.0,65.0,1000.0,4.0
4840,Varthur,2.0,57.35,1738.0,2.0
4841,Varthur,2.0,40.65,1045.0,2.0
4842,Varthur,3.0,69.43,1615.0,3.0
4843,Varthur,2.0,64.15,1210.0,4.0
4844,Varthur,2.0,95.0,1402.0,3.0
4845,Varthur,2.0,38.0,1105.0,2.0
4846,Varthur,3.0,90.0,1560.0,3.0
4847,Varthur,2.0,85.0,1760.0,2.0
4848,Varthur,2.0,54.0,1210.0,3.0
4849,Varthur,2.0,40.0,1112.0,2.0
4850,Varthur,2.0,31.0,986.0,2.0
4851,Varthur,3.0,63.2,1600.0,2.0
4852,Varthur,1.0,65.0,1000.0,2.0
4853,Varthur,3.0,71.58,1665.0,3.0
4854,Varthur Road,2.0,27.0,900.0,3.0
4855,Varthur Road,2.0,59.0,1277.0,4.0
4856,Varthur Road,2.0,58.0,1247.0,3.0
4857,Varthur Road,2.0,42.7,1050.0,1.0
4858,Varthur Road,2.0,52.76,1255.0,3.0
4859,Varthur Road,2.0,30.47,1033.0,2.0
4860,Varthur Road,2.0,32.0,1033.0,2.0
4861,Varthur Road,2.0,49.11,1140.0,3.0
4862,Varthur Road,2.0,25.4,850.0,3.0
4863,Vasanthapura,3.0,60.0,1400.0,3.0
4864,Vasanthapura,2.0,40.0,1022.0,3.0
4865,Vasanthapura,2.0,39.73,1135.0,2.0
4866,Vasanthapura,2.0,34.82,995.0,4.0
4867,Vasanthapura,2.0,34.82,995.0,4.0
4868,Vasanthapura,2.0,47.0,1050.0,2.0
4869,Vasanthapura,2.0,40.0,940.0,3.0
4870,Vasanthapura,2.0,65.0,1500.0,2.0
4871,Vasanthapura,2.0,36.28,1037.0,2.0
4872,Vasanthapura,2.0,34.22,978.0,2.0
4873,Vasanthapura,2.0,36.28,1037.0,3.0
4874,Vidyaranyapura,2.0,95.0,1440.0,3.0
4875,Vidyaranyapura,2.0,38.0,1062.0,5.0
4876,Vidyaranyapura,4.0,90.0,1200.0,3.0
4877,Vidyaranyapura,2.0,67.0,1485.0,2.0
4878,Vidyaranyapura,2.0,70.0,1440.0,1.0
4879,Vidyaranyapura,2.0,70.0,1120.0,2.0
4880,Vidyaranyapura,2.0,54.0,1100.0,2.0
4881,Vidyaranyapura,2.0,65.0,1200.0,2.0
4882,Vidyaranyapura,2.0,50.0,1050.0,2.0
4883,Vidyaranyapura,2.0,50.0,1188.0,5.0
4884,Vidyaranyapura,2.0,75.0,1100.0,4.0
4885,Vidyaranyapura,2.0,72.0,1100.0,2.0
4886,Vidyaranyapura,2.0,41.0,1100.0,2.0
4887,Vidyaranyapura,3.0,65.25,770.0,3.0
4888,Vidyaranyapura,5.0,70.0,774.0,2.0
4889,Vijayanagar,3.0,110.0,1704.0,1.0
4890,Vijayanagar,3.0,129.0,1933.0,2.0
4891,Vijayanagar,3.0,75.5,1500.0,2.0
4892,Vijayanagar,3.0,100.0,1450.0,2.0
4893,Vijayanagar,2.0,134.0,1580.0,4.0
4894,Vijayanagar,3.0,121.0,1826.0,2.0
4895,Vijayanagar,4.0,72.0,600.0,2.0
4896,Vijayanagar,3.0,116.0,1739.0,2.0
4897,Vijayanagar,3.0,100.0,1490.0,4.0
4898,Vijayanagar,2.0,68.0,1352.0,1.0
4899,Vijayanagar,3.0,115.0,1527.0,3.0
4900,Vijayanagar,2.0,103.0,1520.0,2.0
4901,Vijayanagar,3.0,117.0,1749.0,2.0
4902,Vijayanagar,2.0,75.0,1046.0,2.0
4903,Vijayanagar,1.0,40.0,606.0,2.0
4904,Vijayanagar,2.0,62.0,1200.0,2.0
4905,Vijayanagar,2.0,75.0,1300.0,2.0
4906,Vijayanagar,2.0,75.0,1200.0,2.0
4907,Vijayanagar,2.0,86.0,1180.0,2.0
4908,Vijayanagar,4.0,95.0,750.0,2.0
4909,Vijayanagar,2.0,230.0,2400.0,3.0
4910,Vijayanagar,1.0,40.0,492.0,2.0
4911,Vishveshwarya Layout,4.0,85.0,600.0,4.0
4912,Vishveshwarya Layout,3.0,90.0,2000.0,3.0
4913,Vishwapriya Layout,2.0,30.0,820.0,2.0
4914,Vishwapriya Layout,2.0,60.0,1235.0,2.0
4915,Vishwapriya Layout,2.0,30.0,770.0,3.0
4916,Vishwapriya Layout,5.0,130.0,2800.0,5.0
4917,Vishwapriya Layout,2.0,36.0,910.0,3.0
4918,Vishwapriya Layout,2.0,37.0,890.0,3.0
4919,Vittasandra,2.0,71.0,1404.0,2.0
4920,Vittasandra,2.0,67.0,1246.0,5.0
4921,Vittasandra,2.0,69.3,1404.0,2.0
4922,Vittasandra,2.0,67.3,1246.0,3.0
4923,Vittasandra,2.0,64.5,1246.0,5.0
4924,Vittasandra,2.0,64.5,1246.0,2.0
4925,Vittasandra,2.0,67.0,1238.0,2.0
4926,Vittasandra,2.0,75.0,1404.0,2.0
4927,Vittasandra,2.0,67.0,1238.0,3.0
4928,Vittasandra,2.0,67.4,1246.0,3.0
4929,Vittasandra,2.0,67.4,1259.0,3.0
4930,Vittasandra,2.0,63.0,1246.0,2.0
4931,Vittasandra,2.0,67.4,1246.0,3.0
4932,Vittasandra,2.0,65.4,1246.0,3.0
4933,Vittasandra,3.0,84.0,1650.0,2.0
4934,Vittasandra,2.0,67.32,1238.0,2.0
4935,Vittasandra,2.0,67.4,1246.0,2.0
4936,Vittasandra,2.0,67.3,1246.0,2.0
4937,Vittasandra,2.0,67.48,1259.0,2.0
4938,Vittasandra,2.0,75.0,1404.0,1.0
4939,Vittasandra,3.0,85.5,1650.0,2.0
4940,Vittasandra,2.0,67.0,1246.0,3.0
4941,Vittasandra,3.0,85.0,1650.0,2.0
4942,Vittasandra,2.0,67.5,1246.0,3.0
4943,Vittasandra,2.0,67.5,1246.0,1.0
4944,Vittasandra,2.0,65.0,1246.0,2.0
4945,Vittasandra,2.0,67.4,1246.0,2.0
4946,Vittasandra,3.0,85.0,1648.0,2.0
4947,Whitefield,3.0,81.0,1610.0,1.0
4948,Whitefield,2.0,94.82,1459.0,3.0
4949,Whitefield,2.0,75.0,1280.0,3.0
4950,Whitefield,3.0,161.0,1910.0,2.0
4951,Whitefield,4.0,230.0,3252.0,2.0
4952,Whitefield,4.0,700.0,11890.0,2.0
4953,Whitefield,2.0,70.0,1150.0,2.0
4954,Whitefield,3.0,101.0,1768.0,2.0
4955,Whitefield,4.0,315.0,4144.0,3.0
4956,Whitefield,4.0,360.0,4104.0,3.0
4957,Whitefield,3.0,100.0,1720.0,2.0
4958,Whitefield,4.0,91.0,1640.0,2.0
4959,Whitefield,4.0,126.0,2280.0,3.0
4960,Whitefield,2.0,83.0,1447.0,2.0
4961,Whitefield,3.0,130.0,1897.0,2.0
4962,Whitefield,2.0,125.0,2225.0,2.0
4963,Whitefield,2.0,62.0,1113.0,3.0
4964,Whitefield,3.0,163.0,2268.0,2.0
4965,Whitefield,2.0,72.0,1560.0,1.0
4966,Whitefield,4.0,200.0,2400.0,3.0
4967,Whitefield,2.0,95.0,1360.0,3.0
4968,Whitefield,3.0,94.79,1697.0,2.0
4969,Whitefield,4.0,400.0,5000.0,2.0
4970,Whitefield,5.0,250.0,3000.0,1.0
4971,Whitefield,3.0,115.0,1700.0,2.0
4972,Whitefield,3.0,162.0,2842.0,3.0
4973,Whitefield,3.0,130.0,1500.0,2.0
4974,Whitefield,2.0,71.0,1330.0,2.0
4975,Whitefield,2.0,78.0,1405.0,5.0
4976,Whitefield,2.0,95.05,1272.0,2.0
4977,Whitefield,2.0,71.0,1192.0,3.0
4978,Whitefield,3.0,89.0,1626.0,2.0
4979,Whitefield,3.0,88.0,1585.0,4.0
4980,Whitefield,2.0,62.0,1125.0,3.0
4981,Whitefield,2.0,85.0,1280.0,3.0
4982,Whitefield,3.0,68.5,1200.0,4.0
4983,Whitefield,4.0,330.0,4000.0,3.0
4984,Whitefield,4.0,312.0,3606.0,1.0
4985,Whitefield,2.0,90.0,1485.0,4.0
4986,Whitefield,2.0,79.0,1216.0,4.0
4987,Whitefield,2.0,65.0,1215.0,2.0
4988,Whitefield,2.0,49.5,1260.0,1.0
4989,Whitefield,2.0,63.0,920.0,3.0
4990,Whitefield,2.0,71.0,1170.0,2.0
4991,Whitefield,2.0,75.0,1118.0,2.0
4992,Whitefield,3.0,103.0,1562.0,2.0
4993,Whitefield,2.0,67.0,1190.0,2.0
4994,Whitefield,4.0,128.0,2321.0,3.0
4995,Whitefield,2.0,95.0,1320.0,2.0
4996,Whitefield,3.0,200.0,3010.0,2.0
4997,Whitefield,2.0,96.17,1346.0,2.0
4998,Whitefield,4.0,155.0,2500.0,2.0
4999,Whitefield,1.0,55.0,905.0,5.0
5000,Whitefield,3.0,146.0,2268.0,2.0
5001,Whitefield,5.0,210.0,3537.0,3.0
5002,Whitefield,3.0,115.0,1697.0,3.0
5003,Whitefield,5.0,290.0,3250.0,3.0
5004,Whitefield,2.0,66.48,1216.0,4.0
5005,Whitefield,3.0,54.0,1350.0,1.0
5006,Whitefield,2.0,75.0,1269.0,2.0
5007,Whitefield,5.0,250.0,3227.0,4.0
5008,Whitefield,3.0,79.0,1545.0,1.0
5009,Whitefield,4.0,260.0,3262.0,2.0
5010,Whitefield,2.0,79.28,1132.0,1.0
5011,Whitefield,5.0,160.0,2830.0,2.0
5012,Whitefield,2.0,70.0,1195.0,3.0
5013,Whitefield,2.0,72.0,1250.0,3.0
5014,Whitefield,2.0,77.0,1340.0,2.0
5015,Whitefield,2.0,79.5,1320.0,3.0
5016,Whitefield,2.0,52.7,750.0,2.0
5017,Whitefield,5.0,270.0,3445.0,4.0
5018,Whitefield,3.0,140.0,1700.0,3.0
5019,Whitefield,4.0,400.0,4827.0,2.0
5020,Whitefield,2.0,84.5,1405.0,4.0
5021,Whitefield,4.0,280.0,3252.0,3.0
5022,Whitefield,2.0,90.0,1150.0,3.0
5023,Whitefield,4.0,147.0,2400.0,3.0
5024,Whitefield,1.0,35.0,624.0,2.0
5025,Whitefield,3.0,95.0,1700.0,4.0
5026,Whitefield,4.0,400.0,4960.0,2.0
5027,Whitefield,4.0,198.0,2928.0,5.0
5028,Whitefield,5.0,175.0,2700.0,3.0
5029,Whitefield,2.0,84.0,1216.0,3.0
5030,Whitefield,5.0,204.0,2882.0,2.0
5031,Whitefield,3.0,140.0,1840.0,3.0
5032,Whitefield,3.0,122.0,1778.0,2.0
5033,Whitefield,2.0,80.0,1400.0,3.0
5034,Whitefield,3.0,125.0,2155.0,2.0
5035,Whitefield,2.0,69.06,1216.0,3.0
5036,Whitefield,2.0,75.0,1216.0,2.0
5037,Whitefield,2.0,78.0,1355.0,4.0
5038,Whitefield,2.0,77.0,1255.0,3.0
5039,Whitefield,2.0,73.0,1216.0,2.0
5040,Whitefield,3.0,100.0,1745.0,3.0
5041,Whitefield,4.0,224.0,3200.0,3.0
5042,Whitefield,1.0,44.9,825.0,4.0
5043,Whitefield,3.0,138.0,1870.0,3.0
5044,Whitefield,3.0,125.0,1862.0,3.0
5045,Whitefield,3.0,113.0,1655.0,3.0
5046,Whitefield,1.0,29.44,530.0,2.0
5047,Whitefield,1.0,50.0,905.0,2.0
5048,Whitefield,4.0,80.0,1230.0,4.0
5049,Whitefield,2.0,40.0,1255.0,1.0
5050,Whitefield,1.0,52.0,905.0,2.0
5051,Whitefield,2.0,83.0,1216.0,1.0
5052,Whitefield,3.0,76.0,1355.0,3.0
5053,Whitefield,5.0,226.0,4075.0,1.0
5054,Whitefield,2.0,75.0,1216.0,3.0
5055,Whitefield,2.0,46.13,1200.0,1.0
5056,Whitefield,5.0,158.5,2856.0,3.0
5057,Whitefield,2.0,73.0,1355.0,2.0
5058,Whitefield,5.0,158.0,2882.0,3.0
5059,Whitefield,1.0,51.0,750.0,1.0
5060,Whitefield,2.0,77.0,1173.0,2.0
5061,Whitefield,3.0,68.4,1200.0,3.0
5062,Whitefield,2.0,69.0,1216.0,3.0
5063,Whitefield,5.0,250.0,3425.0,2.0
5064,Whitefield,5.0,157.5,2856.0,2.0
5065,Whitefield,3.0,128.0,2173.0,2.0
5066,Whitefield,1.0,62.0,905.0,2.0
5067,Whitefield,3.0,138.0,1870.0,2.0
5068,Whitefield,2.0,99.26,1320.0,2.0
5069,Whitefield,4.0,190.0,2901.0,3.0
5070,Whitefield,2.0,96.51,1485.0,3.0
5071,Whitefield,3.0,101.0,1755.0,3.0
5072,Whitefield,3.0,149.0,2225.0,2.0
5073,Whitefield,2.0,82.0,1250.0,3.0
5074,Whitefield,1.0,40.0,605.0,1.0
5075,Whitefield,3.0,156.0,2210.0,4.0
5076,Whitefield,2.0,78.2,1173.0,3.0
5077,Whitefield,4.0,130.0,1740.0,2.0
5078,Whitefield,2.0,75.0,1216.0,3.0
5079,Whitefield,3.0,120.0,1655.0,2.0
5080,Whitefield,2.0,70.0,1180.0,2.0
5081,Whitefield,4.0,130.0,2023.0,2.0
5082,Whitefield,4.0,118.0,2134.0,1.0
5083,Whitefield,1.0,60.0,905.0,2.0
5084,Whitefield,2.0,67.0,1216.0,2.0
5085,Whitefield,5.0,240.0,2850.0,2.0
5086,Whitefield,5.0,190.0,2830.0,3.0
5087,Whitefield,2.0,78.5,1295.0,2.0
5088,Whitefield,1.0,57.6,840.0,3.0
5089,Whitefield,3.0,97.0,1655.0,3.0
5090,Whitefield,3.0,150.0,1850.0,2.0
5091,Whitefield,3.0,67.77,1200.0,1.0
5092,Whitefield,2.0,90.0,1290.0,2.0
5093,Whitefield,2.0,75.0,1216.0,5.0
5094,Whitefield,2.0,94.84,1356.0,4.0
5095,Whitefield,2.0,103.0,1338.0,2.0
5096,Whitefield,4.0,208.0,3450.0,1.0
5097,Whitefield,2.0,90.33,1267.0,2.0
5098,Whitefield,4.0,143.0,2400.0,3.0
5099,Whitefield,3.0,125.0,1836.0,2.0
5100,Whitefield,2.0,50.0,1197.0,1.0
5101,Whitefield,3.0,200.0,3596.0,3.0
5102,Whitefield,2.0,82.0,1216.0,3.0
5103,Whitefield,3.0,88.0,1495.0,3.0
5104,Whitefield,3.0,103.0,1564.0,2.0
5105,Whitefield,2.0,50.0,1140.0,1.0
5106,Whitefield,3.0,90.0,1558.0,4.0
5107,Whitefield,2.0,75.0,1216.0,3.0
5108,Whitefield,2.0,70.0,1227.0,3.0
5109,Whitefield,3.0,120.0,1704.0,2.0
5110,Whitefield,2.0,78.0,1300.0,3.0
5111,Whitefield,3.0,88.0,1570.0,1.0
5112,Whitefield,2.0,84.03,1216.0,3.0
5113,Whitefield,2.0,70.0,1240.0,2.0
5114,Whitefield,2.0,72.5,1216.0,3.0
5115,Whitefield,4.0,115.0,2025.0,5.0
5116,Whitefield,2.0,100.0,1346.0,4.0
5117,Whitefield,3.0,198.0,2990.0,3.0
5118,Whitefield,3.0,98.97,1720.0,4.0
5119,Whitefield,3.0,95.0,1600.0,2.0
5120,Whitefield,3.0,108.0,1655.0,2.0
5121,Whitefield,3.0,95.0,1740.0,1.0
5122,Whitefield,2.0,80.0,1216.0,3.0
5123,Whitefield,4.0,225.0,2900.0,4.0
5124,Whitefield,2.0,101.0,1340.0,4.0
5125,Whitefield,2.0,64.0,1190.0,1.0
5126,Whitefield,3.0,78.57,1500.0,1.0
5127,Whitefield,2.0,65.0,1100.0,2.0
5128,Whitefield,3.0,261.0,3117.0,2.0
5129,Whitefield,2.0,73.0,1216.0,4.0
5130,Whitefield,2.0,58.0,1135.0,1.0
5131,Whitefield,3.0,290.0,3150.0,2.0
5132,Whitefield,5.0,265.0,3940.0,4.0
5133,Whitefield,2.0,67.0,1160.0,4.0
5134,Whitefield,2.0,66.88,1216.0,3.0
5135,Whitefield,2.0,77.0,1180.0,2.0
5136,Whitefield,3.0,139.0,2140.0,2.0
5137,Whitefield,2.0,84.0,1314.0,2.0
5138,Whitefield,2.0,58.0,1012.0,2.0
5139,Whitefield,3.0,85.0,1431.0,3.0
5140,Whitefield,1.0,29.0,524.0,2.0
5141,Whitefield,4.0,161.0,2830.0,2.0
5142,Whitefield,3.0,149.0,2135.0,4.0
5143,Whitefield,2.0,188.0,3075.0,2.0
5144,Whitefield,3.0,160.0,1760.0,2.0
5145,Whitefield,3.0,110.0,1655.0,3.0
5146,Whitefield,1.0,57.0,840.0,3.0
5147,Whitefield,3.0,106.0,1725.0,2.0
5148,Whitefield,2.0,57.0,1059.0,2.0
5149,Whitefield,1.0,39.0,516.0,2.0
5150,Whitefield,3.0,107.0,1639.0,3.0
5151,Whitefield,3.0,113.0,1820.0,2.0
5152,Whitefield,3.0,98.0,1990.0,1.0
5153,Whitefield,4.0,218.0,3565.0,2.0
5154,Whitefield,5.0,253.0,3410.0,3.0
5155,Whitefield,2.0,85.0,1250.0,3.0
5156,Whitefield,2.0,77.0,1277.0,4.0
5157,Whitefield,3.0,140.0,1820.0,2.0
5158,Whitefield,4.0,247.0,3453.0,4.0
5159,Whitefield,2.0,42.8,1074.0,1.0
5160,Whitefield,2.0,46.13,1200.0,1.0
5161,Whitefield,4.0,125.0,2280.0,3.0
5162,Whitefield,5.0,200.0,2882.0,4.0
5163,Whitefield,3.0,92.63,1639.5,2.0
5164,Whitefield,3.0,68.0,1634.0,1.0
5165,Whitefield,2.0,70.0,1190.0,3.0
5166,Whitefield,2.0,94.0,1270.0,2.0
5167,Whitefield,2.0,89.0,1220.0,3.0
5168,Whitefield,3.0,300.0,3758.0,3.0
5169,Whitefield,2.0,72.0,1216.0,2.0
5170,Whitefield,5.0,475.0,5400.0,2.0
5171,Whitefield,2.0,76.01,1346.0,2.0
5172,Whitefield,2.0,69.5,1276.0,1.0
5173,Whitefield,3.0,96.9,1615.0,2.0
5174,Whitefield,2.0,70.0,1200.0,3.0
5175,Whitefield,2.0,56.0,1015.0,2.0
5176,Whitefield,2.0,75.0,1216.0,4.0
5177,Whitefield,4.0,157.0,2321.0,3.0
5178,Whitefield,2.0,75.0,1224.0,4.0
5179,Whitefield,3.0,113.0,1655.0,2.0
5180,Whitefield,5.0,331.0,4144.0,4.0
